hand_id,handedness,landmark_id,x_norm,y_norm,z_norm,x_px,y_px,domain,video_stem,frame_file,frame_id
0,Right,0,0.2500079870223999,0.5824796557426453,-1.0348311718644254e-07,480,629,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,1,0.2789640426635742,0.5355100035667419,0.008075048215687275,535,578,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,2,0.2836478352546692,0.49414536356925964,0.01908925175666809,544,533,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,3,0.2838638722896576,0.46485114097595215,0.030730320140719414,545,502,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,4,0.28316426277160645,0.44572949409484863,0.04355979710817337,543,481,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,5,0.2421942949295044,0.4325847923755646,0.018166210502386093,465,467,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,6,0.23689761757850647,0.38922739028930664,0.03870224207639694,454,420,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,7,0.24476812779903412,0.3827628493309021,0.051694780588150024,469,413,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,8,0.251185804605484,0.3879512846469879,0.05922120809555054,482,418,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,9,0.22369827330112457,0.45102623105049133,0.023025797680020332,429,487,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,10,0.2349930703639984,0.4261309802532196,0.0440397672355175,451,460,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,11,0.24887201189994812,0.4358217716217041,0.050130825489759445,477,470,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,12,0.2581506371498108,0.4524252712726593,0.0512215793132782,495,488,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,13,0.21353280544281006,0.47534698247909546,0.03010331094264984,409,513,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,14,0.22370336949825287,0.4536917805671692,0.05020919442176819,429,489,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,15,0.23674023151397705,0.46154457330703735,0.05191519856452942,454,498,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,16,0.24642179906368256,0.475048303604126,0.048897869884967804,473,513,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,17,0.2086198776960373,0.4979495406150818,0.03803950920701027,400,537,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,18,0.20961593091487885,0.47666239738464355,0.05326399579644203,402,514,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,19,0.21570514142513275,0.4756358861923218,0.05770165100693703,414,513,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,20,0.2225007712841034,0.48380082845687866,0.05888110026717186,427,522,shop,video_20260405_163219_edit,frame_000720.jpg,000720
0,Right,0,0.2337818145751953,0.5535703897476196,2.2809402366874565e-08,448,597,shop,video_20260405_163219_edit,frame_001440.jpg,001440
0,Right,1,0.2646130323410034,0.5150573253631592,0.008047926239669323,508,556,shop,video_20260405_163219_edit,frame_001440.jpg,001440
0,Right,2,0.2764776051044464,0.469718337059021,0.01727886311709881,530,507,shop,video_20260405_163219_edit,frame_001440.jpg,001440
0,Right,3,0.28341609239578247,0.43797072768211365,0.027006549760699272,544,473,shop,video_20260405_163219_edit,frame_001440.jpg,001440
0,Right,4,0.2903943955898285,0.42084020376205444,0.03793197125196457,557,454,shop,video_20260405_163219_edit,frame_001440.jpg,001440
0,Right,5,0.2372550368309021,0.404997855424881,0.017064161598682404,455,437,shop,video_20260405_163219_edit,frame_001440.jpg,001440
