label,class_id,confidence,x1,y1,x2,y2,domain,video_stem,frame_file,frame_id,source
chair,56,0.710436224937439,1285.0037841796875,6.6691131591796875,1749.458251953125,361.5303955078125,shop,video_20260405_163219_edit,frame_000450.jpg,000450,yolo
chair,56,0.6408531665802002,732.8192138671875,2.561016082763672,1151.7000732421875,329.43951416015625,shop,video_20260405_163219_edit,frame_000450.jpg,000450,yolo
remote,65,0.288530558347702,0.22793197631835938,408.2000427246094,99.54083251953125,587.6219482421875,shop,video_20260405_163219_edit,frame_000450.jpg,000450,yolo
small_object_proposal,-1,1.0,1438.0,172.0,1644.0,195.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1746.0,860.0,1780.0,998.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1351.0,948.0,1458.0,989.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1638.0,847.0,1709.0,897.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,101.0,681.0,158.0,740.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1045.0,537.0,1089.0,607.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,218.0,586.0,263.0,654.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,390.0,836.0,436.0,900.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,24.0,925.0,70.0,981.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1413.0,744.0,1477.0,784.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1873.0,912.0,1913.0,966.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1410.0,694.0,1458.0,739.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,263.0,763.0,303.0,815.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,135.0,710.0,174.0,760.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1559.0,755.0,1598.0,799.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,224.0,905.0,244.0,980.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1627.0,946.0,1656.0,993.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,517.0,497.0,530.0,600.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1393.0,463.0,1470.0,480.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1407.0,796.0,1440.0,831.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,268.0,9.0,310.0,36.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1409.0,733.0,1439.0,769.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,597.0,19.0,641.0,43.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1436.0,910.0,1476.0,936.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1638.0,441.0,1775.0,448.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,648.0,836.0,682.0,864.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,594.0,538.0,626.0,566.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,68.0,874.0,87.0,917.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,998.0,620.0,1012.0,676.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
small_object_proposal,-1,1.0,1662.0,470.0,1717.0,484.0,shop,video_20260405_163219_edit,frame_000450.jpg,000450,heuristic
chair,56,0.7085404992103577,1422.578369140625,4.345184326171875,1919.2490234375,401.5588073730469,shop,video_20260405_163219_edit,frame_000720.jpg,000720,yolo
person,0,0.4687952995300293,0.21405029296875,411.7101745605469,572.9500732421875,1069.81494140625,shop,video_20260405_163219_edit,frame_000720.jpg,000720,yolo
chair,56,0.26296132802963257,761.4400634765625,0.7184371948242188,1178.010498046875,242.16134643554688,shop,video_20260405_163219_edit,frame_000720.jpg,000720,yolo
small_object_proposal,-1,1.0,1171.0,501.0,1229.0,587.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,550.0,77.0,626.0,121.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,1144.0,403.0,1239.0,438.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,96.0,688.0,153.0,738.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,37.0,420.0,91.0,472.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,76.0,59.0,126.0,109.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,622.0,681.0,673.0,727.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,525.0,601.0,556.0,674.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,719.0,499.0,767.0,543.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,755.0,736.0,786.0,797.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,483.0,298.0,541.0,330.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,314.0,409.0,351.0,457.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,73.0,216.0,112.0,257.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,601.0,324.0,648.0,356.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,743.0,533.0,776.0,574.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,1000.0,772.0,1040.0,805.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,51.0,18.0,70.0,79.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,1134.0,829.0,1170.0,860.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
small_object_proposal,-1,1.0,913.0,748.0,939.0,788.0,shop,video_20260405_163219_edit,frame_000720.jpg,000720,heuristic
