hand_id,handedness,landmark_id,x_norm,y_norm,z_norm,x_px,y_px,domain,video_stem,frame_file,frame_id
0,Left,0,0.4696289896965027,0.40249156951904297,-2.2726347026491567e-07,901,434,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,1,0.5043193697929382,0.39504340291023254,-0.0035632499493658543,968,426,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,2,0.5293504595756531,0.4229934811592102,-0.0032095820643007755,1016,456,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,3,0.5451109409332275,0.4550544023513794,-0.0018657344626262784,1046,491,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,4,0.5572410225868225,0.46854424476623535,0.0005370005965232849,1069,506,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,5,0.5188805460929871,0.5016348958015442,-0.0011172312078997493,996,541,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,6,0.535889744758606,0.5292215347290039,0.0016553497407585382,1028,571,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,7,0.5420247316360474,0.5101818442344666,0.003505367785692215,1040,550,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,8,0.5396072268486023,0.4894965589046478,0.004819605033844709,1036,528,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,9,0.4985981285572052,0.5128728151321411,0.0012985578505322337,957,553,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,10,0.5169216394424438,0.5205786228179932,0.008205738849937916,992,562,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,11,0.5229073762893677,0.5000388622283936,0.011597256176173687,1003,540,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,12,0.5208449959754944,0.48499003052711487,0.012103643268346786,1000,523,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,13,0.4806908667087555,0.5091530084609985,0.0036894355434924364,922,549,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,14,0.4987526535987854,0.5156051516532898,0.00853815022855997,957,556,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,15,0.5053131580352783,0.4993826150894165,0.011499998159706593,970,539,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
0,Left,16,0.5036770105361938,0.48449572920799255,0.011654213070869446,967,523,artificial_jewellery,video_20260404_114752,frame_000000.jpg,000000
