label,class_id,confidence,x1,y1,x2,y2,domain,video_stem,frame_file,frame_id,source
person,0,0.6350070834159851,253.97552490234375,617.678955078125,1581.7093505859375,1068.8984375,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,yolo
person,0,0.47043105959892273,0.4136810302734375,40.94904327392578,215.74374389648438,287.84234619140625,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,yolo
person,0,0.3914051055908203,247.60931396484375,5.6480712890625,1684.419921875,1070.4493408203125,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,yolo
handbag,26,0.3156662881374359,638.77294921875,5.01654052734375,1448.4111328125,729.4927368164062,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,yolo
small_object_proposal,-1,1.0,558.0,449.0,682.0,489.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,930.0,363.0,1011.0,421.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1479.0,602.0,1578.0,648.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,854.0,25.0,915.0,95.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,586.0,657.0,633.0,741.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,992.0,2.0,1108.0,36.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,188.0,844.0,242.0,913.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1202.0,49.0,1248.0,130.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,573.0,485.0,633.0,547.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,494.0,392.0,549.0,456.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1094.0,166.0,1153.0,224.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,714.0,470.0,754.0,555.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,123.0,967.0,179.0,1027.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,245.0,369.0,314.0,417.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1117.0,106.0,1181.0,156.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1119.0,36.0,1168.0,97.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1030.0,215.0,1099.0,257.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1157.0,85.0,1204.0,142.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1687.0,717.0,1725.0,784.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,180.0,936.0,220.0,999.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,181.0,1005.0,225.0,1062.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,930.0,464.0,983.0,511.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1291.0,122.0,1332.0,182.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1000.0,448.0,1039.0,507.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1107.0,3.0,1182.0,32.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,453.0,788.0,493.0,842.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,429.0,742.0,456.0,819.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,1070.0,134.0,1112.0,183.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,104.0,901.0,140.0,957.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
small_object_proposal,-1,1.0,951.0,180.0,1003.0,217.0,artificial_jewellery,video_20260404_121903,frame_000000.jpg,000000,heuristic
person,0,0.7134391069412231,247.63311767578125,604.648681640625,1560.6318359375,1068.0498046875,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,yolo
person,0,0.5676441788673401,0.40477752685546875,36.44938659667969,209.56063842773438,283.1976013183594,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,yolo
person,0,0.32384321093559265,234.1262969970703,10.66424560546875,1635.2742919921875,1069.8297119140625,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,yolo
person,0,0.2894621193408966,0.0,36.621826171875,213.16049194335938,684.0330200195312,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,yolo
small_object_proposal,-1,1.0,555.0,443.0,680.0,483.0,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,180.0,839.0,239.0,909.0,artificial_jewellery,video_20260404_121903,frame_000030.jpg,000030,heuristic
