label,class_id,confidence,x1,y1,x2,y2,domain,video_stem,frame_file,frame_id,source
cake,55,0.8017948865890503,1254.8486328125,170.4352569580078,1462.92626953125,363.5972900390625,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,yolo
person,0,0.6045147180557251,32.312713623046875,502.4109191894531,856.4661254882812,1068.8546142578125,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,yolo
cake,55,0.3581516146659851,1410.0087890625,348.0821228027344,1766.045654296875,583.5198364257812,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,yolo
person,0,0.29304617643356323,799.8869018554688,512.2659301757812,1487.444580078125,1068.7325439453125,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,yolo
small_object_proposal,-1,1.0,190.0,544.0,280.0,599.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,906.0,91.0,977.0,159.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,226.0,470.0,288.0,547.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,675.0,720.0,732.0,794.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1787.0,239.0,1857.0,295.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,74.0,482.0,105.0,608.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1153.0,755.0,1216.0,816.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,763.0,194.0,879.0,227.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,312.0,148.0,377.0,205.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,10.0,710.0,67.0,770.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,796.0,435.0,851.0,480.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,179.0,488.0,231.0,533.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,468.0,736.0,520.0,780.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1670.0,40.0,1709.0,91.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,215.0,22.0,257.0,65.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,187.0,576.0,244.0,607.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,332.0,119.0,368.0,165.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,700.0,188.0,761.0,215.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1471.0,848.0,1506.0,895.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,725.0,528.0,742.0,622.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1838.0,87.0,1869.0,133.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1771.0,644.0,1830.0,668.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,120.0,637.0,151.0,677.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1422.0,391.0,1448.0,438.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,743.0,814.0,787.0,841.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,58.0,251.0,91.0,285.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1716.0,63.0,1738.0,113.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,745.0,496.0,762.0,560.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,1770.0,217.0,1831.0,234.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
small_object_proposal,-1,1.0,833.0,730.0,845.0,816.0,artificial_jewellery,video_20260405_105612_edit,frame_000030.jpg,000030,heuristic
person,0,0.7464064955711365,0.63519287109375,377.9533996582031,784.464111328125,1067.1307373046875,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,yolo
person,0,0.3784857392311096,728.9423217773438,401.3522644042969,1409.1915283203125,1062.630615234375,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,yolo
small_object_proposal,-1,1.0,1100.0,618.0,1168.0,687.0,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,heuristic
small_object_proposal,-1,1.0,637.0,615.0,691.0,701.0,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,heuristic
small_object_proposal,-1,1.0,60.0,550.0,160.0,593.0,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,heuristic
small_object_proposal,-1,1.0,601.0,751.0,682.0,804.0,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,heuristic
small_object_proposal,-1,1.0,1717.0,99.0,1781.0,165.0,artificial_jewellery,video_20260405_105612_edit,frame_000060.jpg,000060,heuristic
