label,class_id,confidence,x1,y1,x2,y2,domain,video_stem,frame_file,frame_id,source
person,0,0.5575430989265442,464.38018798828125,387.5920715332031,1918.94970703125,1065.1953125,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,yolo
person,0,0.4325640797615051,0.9429244995117188,5.367095947265625,364.53900146484375,998.5975952148438,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,yolo
person,0,0.3625270426273346,276.3515319824219,499.3530578613281,996.5006103515625,1066.0113525390625,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,yolo
person,0,0.2958762049674988,1304.549072265625,248.77322387695312,1918.6409912109375,986.3351440429688,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,yolo
umbrella,25,0.2820484936237335,37.76806640625,4.975433349609375,1868.4239501953125,1026.2374267578125,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,yolo
small_object_proposal,-1,1.0,1735.0,627.0,1826.0,680.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1236.0,1002.0,1330.0,1053.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1505.0,462.0,1569.0,519.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1500.0,669.0,1574.0,712.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1420.0,609.0,1450.0,713.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,219.0,539.0,300.0,575.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1463.0,620.0,1483.0,721.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,635.0,446.0,666.0,510.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1366.0,709.0,1424.0,740.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1479.0,617.0,1530.0,652.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,609.0,811.0,654.0,850.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1709.0,970.0,1751.0,1007.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1643.0,932.0,1705.0,956.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1870.0,139.0,1917.0,167.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1690.0,686.0,1739.0,710.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1827.0,661.0,1913.0,674.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,970.0,224.0,997.0,263.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1563.0,605.0,1608.0,627.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1867.0,321.0,1912.0,340.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1732.0,655.0,1764.0,678.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,925.0,537.0,939.0,587.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1807.0,342.0,1839.0,361.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1104.0,544.0,1129.0,568.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,674.0,274.0,701.0,293.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1617.0,393.0,1649.0,406.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1559.0,817.0,1573.0,844.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1403.0,707.0,1426.0,722.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1345.0,432.0,1360.0,454.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
small_object_proposal,-1,1.0,1650.0,402.0,1670.0,417.0,home_cleaning,video_20260404_074030,frame_006570.jpg,006570,heuristic
